Car_Model,Manufacture_Year,Fuel_Type,Service_Type,Total_KM,KM_Since_Last_Service,Days_Since_Last_Service,Engine_Oil_Change,Air_Filter_Replacement,Spark_Plugs_Replacement,Brake_Pads_Replacement,Brake_Fluid_Change,Wheel_Alignment,Tire_Rotation,AC_Service,AC_Filter_Replacement,Workload_Cars_Pending,Base_Service_Hours,Workload_Delay_Hours,Final_Service_Time_Hours,Predicted_Time
XC40,2019,Petrol,Major,61435,9214,218,1,1,1,1,1,0,1,0,0,21,17,18.0,35.0,8.3
XC90,2019,Diesel,General,44917,6473,347,0,0,0,1,1,1,0,1,0,4,6,2.0,8.0,6.9
V90,2022,Petrol,Major,40806,6424,96,1,1,0,1,1,0,0,0,0,5,17,3.8,20.8,7.2
XC40,2022,Petrol,Major,19467,2155,188,1,1,0,0,1,1,0,0,0,7,17,6.8,23.8,7.3
XC40,2019,Petrol,General,42415,7437,229,0,0,0,1,0,1,0,0,0,3,6,2.3,8.3,4.0
V90,2015,Diesel,Major,149563,13247,116,1,1,0,1,1,1,1,0,0,4,17,3.1,20.1,9.0
S60,2019,Petrol,Brake,11959,1502,118,0,0,0,1,1,0,0,0,0,15,4,12.6,16.6,4.8
S60,2020,Diesel,General,79426,13671,360,1,0,0,1,1,0,1,1,1,2,6,1.2,7.2,6.9
XC40,2021,Petrol,General,26168,2230,84,0,0,0,0,0,0,0,0,0,24,6,19.7,25.7,1.8
S60,2023,Petrol,Major,44244,3335,190,1,1,0,1,1,0,0,0,0,5,17,4.7,21.7,7.1
S60,2020,Petrol,General,37302,6852,149,0,0,0,1,0,1,0,0,0,7,6,2.8,8.8,3.8
S60,2023,Petrol,Brake,11021,1190,93,0,0,0,1,1,0,0,0,0,22,4,20.3,24.3,4.8
XC90,2020,Petrol,Major,10878,1694,309,1,1,0,0,1,1,0,1,0,17,17,9.0,26.0,8.1
XC60,2021,Petrol,Brake,11693,743,133,0,0,0,1,1,0,0,0,0,8,4,5.4,9.4,4.7
XC40,2021,Petrol,Major,23051,3609,153,1,1,0,0,1,1,0,0,0,9,17,8.2,25.2,7.1
XC40,2022,Diesel,General,91598,9549,81,0,0,0,1,0,0,1,0,0,10,6,8.9,14.9,4.1
XC90,2020,Petrol,General,19719,1337,149,0,0,0,0,0,0,0,0,0,11,6,10.3,16.3,2.1
XC60,2022,Diesel,Brake,57098,8300,189,0,0,0,1,1,0,1,0,0,1,4,1.0,5.0,6.1
XC60,2015,Petrol,General,152108,14254,185,1,0,1,1,0,1,1,0,0,15,6,10.0,16.0,6.8
XC90,2022,Petrol,Major,23756,2711,91,1,1,0,0,1,0,0,0,0,8,17,6.4,23.4,6.5
V90,2021,Petrol,Brake,43386,3092,165,0,0,0,1,1,0,0,0,0,19,4,12.1,16.1,5.4
V90,2015,Diesel,General,164386,13249,364,1,0,0,1,1,0,1,1,1,12,6,7.3,13.3,7.5
XC60,2022,Diesel,General,89426,9096,131,0,0,0,1,0,0,1,0,0,6,6,4.0,10.0,3.8
V90,2020,Diesel,Major,13763,998,200,1,1,0,0,1,1,0,0,0,10,17,8.5,25.5,8.0
V90,2020,Petrol,Brake,11528,2161,323,0,0,0,1,1,1,0,1,0,24,4,16.8,20.8,7.2
V90,2015,Diesel,General,121396,7386,255,0,0,0,1,0,1,0,0,0,5,6,4.4,10.4,5.4
XC60,2015,Petrol,AC,149399,19084,217,1,1,1,1,0,0,1,1,1,24,2,20.3,22.3,7.9
V90,2019,Petrol,Major,47860,3697,326,1,1,1,1,1,0,0,1,0,7,17,2.9,19.9,9.0
XC40,2023,Petrol,AC,13170,1357,105,0,0,0,0,0,1,0,1,0,7,2,5.4,7.4,3.9
XC60,2022,Petrol,General,17035,3230,128,0,0,0,0,0,0,0,0,0,23,6,15.2,21.2,2.5
XC90,2023,Petrol,General,52606,4347,173,0,0,1,1,0,1,0,0,0,22,6,14.8,20.8,5.2
V90,2015,Diesel,Brake,141941,27709,232,1,1,0,1,1,1,1,0,0,22,4,19.6,23.6,8.7
S60,2022,Petrol,Brake,20851,1851,198,0,0,0,1,1,1,0,0,0,9,4,6.6,10.6,5.5
XC60,2022,Petrol,General,20077,3288,176,0,0,0,0,0,1,0,0,0,15,6,14.0,20.0,3.4
XC90,2019,Petrol,Major,58649,8007,340,1,1,1,1,1,0,1,1,1,6,17,5.0,22.0,9.0
XC40,2015,Diesel,Brake,155505,28586,313,1,1,0,1,1,0,1,1,1,16,4,11.7,15.7,9.0
XC90,2020,Petrol,General,21990,3024,190,0,0,0,0,0,1,0,0,0,7,6,6.0,12.0,3.3
V90,2019,Petrol,Major,118762,16013,221,1,1,1,1,1,0,1,0,0,15,17,6.3,23.3,9.0
S60,2019,Diesel,Brake,30267,2644,102,0,0,0,1,1,1,0,0,0,23,4,9.6,13.6,6.2
V90,2023,Petrol,General,43954,3660,133,0,0,0,1,0,1,0,0,0,2,6,0.9,6.9,4.2
XC90,2023,Petrol,General,20009,3767,157,0,0,0,0,0,1,0,0,0,8,6,5.3,11.3,2.8
XC60,2023,Petrol,Brake,34098,3610,169,0,0,0,1,1,0,0,0,0,12,4,6.5,10.5,5.5
S60,2019,Petrol,General,12734,1427,90,0,0,0,0,0,1,0,0,0,11,6,10.9,16.9,2.5
S60,2015,Diesel,General,174618,29052,149,1,1,0,1,0,0,1,0,0,6,6,4.4,10.4,5.8
XC90,2022,Petrol,AC,17125,1839,127,0,0,0,0,0,1,0,1,0,20,2,15.9,17.9,4.6
V90,2023,Petrol,Major,38755,7490,129,1,1,0,0,1,1,0,0,0,13,17,7.4,24.4,7.6
XC90,2020,Petrol,Brake,45316,7400,238,0,0,1,1,1,1,0,0,0,23,4,13.6,17.6,6.7
S60,2021,Petrol,Brake,61925,8894,149,0,0,1,1,1,0,1,0,0,16,4,9.6,13.6,6.1
XC90,2023,Diesel,General,29184,5350,170,0,0,0,0,0,1,0,0,0,8,6,6.6,12.6,3.3
S60,2022,Petrol,General,97412,6521,171,0,0,1,1,0,1,0,0,0,17,6,11.6,17.6,4.8
V90,2021,Petrol,General,45351,4353,162,0,0,1,1,0,1,0,0,0,13,6,9.2,15.2,5.1
XC60,2021,Diesel,General,31261,3910,78,0,0,0,0,0,1,0,0,0,4,6,3.0,9.0,3.4
XC60,2015,Diesel,Major,124929,11465,315,1,1,0,1,1,0,1,1,1,20,17,17.2,34.2,9.0
XC90,2023,Diesel,Major,48071,7890,122,1,1,0,1,1,0,0,0,0,10,17,4.5,21.5,7.9
S60,2019,Petrol,General,50977,9618,342,0,0,1,1,1,1,1,1,1,22,6,19.1,25.1,7.6
XC60,2022,Diesel,General,57797,6896,163,0,0,0,1,0,0,0,0,0,20,6,14.8,20.8,3.7
S60,2022,Petrol,General,71344,7697,134,0,0,1,1,0,1,0,0,0,16,6,12.8,18.8,4.9
V90,2022,Petrol,Major,14931,2905,187,1,1,0,0,1,0,0,0,0,17,17,10.1,27.1,6.1
XC90,2015,Petrol,General,142856,17468,198,1,1,1,1,0,1,1,0,0,8,6,5.2,11.2,7.8
S60,2015,Diesel,General,139148,17875,283,1,1,0,1,1,1,1,0,0,11,6,5.9,11.9,7.7
XC90,2019,Petrol,Major,10466,1143,124,1,1,0,0,1,1,0,0,0,5,17,4.9,21.9,7.5
S60,2023,Petrol,General,36364,6812,78,0,0,0,1,0,0,0,0,0,21,6,14.7,20.7,3.2
S60,2023,Petrol,General,10225,1427,85,0,0,0,0,0,1,0,0,0,16,6,16.0,22.0,2.7
V90,2020,Petrol,Major,34388,5732,332,1,1,0,0,1,0,0,1,0,24,17,16.7,33.7,7.2
XC90,2022,Diesel,General,54299,9429,106,0,0,0,1,0,1,1,0,0,8,6,4.3,10.3,5.1
XC40,2015,Petrol,Major,165361,17835,99,1,1,1,1,1,1,1,0,0,21,17,14.8,31.8,9.0
S60,2023,Petrol,General,66540,8032,125,0,0,1,1,0,0,1,0,0,16,6,6.8,12.8,4.3
S60,2015,Diesel,General,134182,23989,118,1,1,0,1,0,0,1,0,0,4,6,3.8,9.8,5.3
XC60,2015,Petrol,General,122483,13577,360,1,0,1,1,1,1,1,1,1,6,6,5.3,11.3,9.0
XC90,2015,Diesel,AC,172217,29475,176,1,1,0,1,0,1,1,1,1,21,2,17.5,19.5,9.0
XC40,2019,Diesel,Major,11853,2272,112,1,1,0,0,1,0,0,0,0,8,17,6.1,23.1,6.0
V90,2020,Diesel,AC,88145,12979,299,1,0,0,1,1,1,1,1,1,9,2,6.7,8.7,8.8
XC40,2020,Diesel,Major,10202,1671,135,1,1,0,0,1,0,0,0,0,13,17,13.0,30.0,6.2
V90,2019,Petrol,Major,31938,5516,117,1,1,0,0,1,0,0,0,0,17,17,9.6,26.6,5.9
XC40,2019,Petrol,General,32941,5873,115,0,0,0,1,0,1,0,0,0,9,6,7.8,13.8,3.9
XC40,2023,Petrol,General,57641,6646,181,0,0,1,1,0,0,0,0,0,13,6,9.7,15.7,3.2
XC90,2023,Petrol,General,10189,684,164,0,0,0,0,0,0,0,0,0,9,6,8.9,14.9,1.9
XC60,2019,Petrol,General,43321,5036,93,0,0,0,1,0,0,0,0,0,6,6,5.4,11.4,3.4
XC40,2021,Petrol,General,74596,11512,191,1,0,1,1,0,0,1,0,0,10,6,10.0,16.0,5.2
S60,2023,Diesel,General,46646,5739,158,0,0,0,1,0,0,0,0,0,5,6,3.8,9.8,3.1
S60,2021,Petrol,General,45150,7443,185,0,0,1,1,0,0,0,0,0,7,6,3.7,9.7,3.6
S60,2019,Petrol,General,18996,2089,120,0,0,0,0,0,1,0,0,0,11,6,7.7,13.7,2.3
XC60,2023,Petrol,General,32173,4789,134,0,0,0,0,0,0,0,0,0,24,6,19.8,25.8,2.0
XC40,2020,Petrol,Major,42700,3676,108,1,1,0,1,1,0,0,0,0,9,17,7.8,24.8,8.1
V90,2019,Diesel,Brake,15600,2572,245,0,0,0,1,1,0,0,0,0,10,4,4.0,8.0,5.9
V90,2015,Petrol,General,143807,19614,245,1,1,1,1,0,1,1,0,0,11,6,7.7,13.7,7.3
XC90,2015,Petrol,General,127957,11333,236,1,0,1,1,0,1,1,0,0,3,6,1.6,7.6,6.9
XC60,2019,Petrol,General,30787,3105,176,0,0,0,0,0,1,0,0,0,8,6,7.4,13.4,2.7
XC40,2019,Petrol,Brake,12976,2138,109,0,0,0,1,1,1,0,0,0,17,4,8.4,12.4,5.7
S60,2023,Petrol,General,47355,6040,77,0,0,1,1,0,1,0,0,0,7,6,5.6,11.6,4.7
XC60,2023,Diesel,Major,46399,4187,79,1,1,0,1,1,0,0,0,0,12,17,6.7,23.7,7.6
XC60,2023,Petrol,General,39870,7791,73,0,0,0,1,0,1,0,0,0,16,6,9.8,15.8,4.4
XC40,2022,Petrol,General,39915,6391,113,0,0,0,0,0,0,0,0,0,15,6,14.5,20.5,2.2
XC90,2023,Petrol,General,53621,10402,90,1,0,1,1,0,0,1,0,0,21,6,11.4,17.4,5.4
XC90,2019,Diesel,General,96877,11605,190,1,0,0,1,0,0,1,0,0,13,6,5.9,11.9,5.3
XC90,2015,Diesel,Brake,147410,18649,128,1,1,0,1,1,1,1,0,0,18,4,7.9,11.9,8.5
S60,2015,Petrol,General,132595,24624,259,1,1,1,1,0,0,1,0,0,18,6,12.6,18.6,6.0
S60,2023,Petrol,Major,112375,15002,84,1,1,1,1,1,0,1,0,0,24,17,18.8,35.8,8.5
XC40,2022,Diesel,Major,16331,2596,78,1,1,0,0,1,1,0,0,0,5,17,3.0,20.0,7.1
XC90,2020,Diesel,Major,12557,1196,163,1,1,0,0,1,0,0,0,0,14,17,11.4,28.4,6.8
XC40,2019,Diesel,General,19007,2329,179,0,0,0,0,0,1,0,0,0,11,6,4.8,10.8,3.2
XC90,2015,Diesel,General,174015,13448,156,1,0,0,1,0,1,1,0,0,3,6,2.7,8.7,6.6
XC60,2015,Petrol,General,150600,13378,325,1,0,1,1,1,1,1,1,1,17,6,15.1,21.1,9.0
V90,2015,Petrol,General,142879,8591,289,0,0,1,1,1,1,1,0,0,23,6,22.8,28.8,6.9
V90,2021,Diesel,Major,48024,3145,198,1,1,0,1,1,1,0,0,0,12,17,11.5,28.5,8.6
XC90,2020,Diesel,General,40559,7982,322,0,0,0,1,1,0,0,1,0,3,6,1.8,7.8,5.5
XC40,2020,Petrol,Major,24544,2305,355,1,1,0,0,1,1,0,1,0,23,17,14.7,31.7,7.8
S60,2015,Petrol,General,155756,23809,175,1,1,1,1,0,1,1,0,0,2,6,1.7,7.7,7.1
XC90,2015,Diesel,AC,156122,27707,191,1,1,0,1,0,1,1,1,1,4,2,1.9,3.9,8.9
XC90,2022,Petrol,General,19062,2613,195,0,0,0,0,0,0,0,0,0,18,6,10.6,16.6,2.3
S60,2015,Diesel,General,145595,11857,197,1,0,0,1,0,1,1,0,0,20,6,9.4,15.4,5.9
XC90,2019,Petrol,AC,49926,8084,254,0,0,1,1,0,0,1,1,0,21,2,14.1,16.1,5.8
XC60,2015,Petrol,General,176953,25487,180,1,1,1,1,0,1,1,0,0,14,6,10.2,16.2,7.4
S60,2022,Petrol,AC,108756,17659,153,1,1,1,1,0,1,1,1,1,8,2,4.2,6.2,8.4
XC60,2015,Petrol,General,146143,24517,175,1,1,1,1,0,1,1,0,0,2,6,0.8,6.8,7.1
V90,2021,Petrol,General,85510,16807,150,1,1,1,1,0,1,1,0,0,19,6,15.8,21.8,6.8
S60,2022,Petrol,Major,51110,7170,143,1,1,1,1,1,0,0,0,0,10,17,4.1,21.1,8.4
S60,2015,Diesel,Brake,166661,17971,315,1,1,0,1,1,1,1,1,1,5,4,4.9,8.9,9.0
XC40,2015,Diesel,General,134441,20271,149,1,1,0,1,0,0,1,0,0,11,6,5.9,11.9,6.0
XC40,2019,Petrol,AC,113394,7890,339,0,0,1,1,1,1,0,1,1,9,2,7.2,9.2,8.3
S60,2019,Petrol,Major,17208,3194,137,1,1,0,0,1,1,0,0,0,16,17,10.6,27.6,7.3
V90,2019,Petrol,Brake,39531,3032,206,0,0,0,1,1,0,0,0,0,5,4,2.2,6.2,5.1
XC90,2015,Petrol,General,177584,18805,316,1,1,1,1,1,1,1,1,1,15,6,10.2,16.2,9.0
XC40,2015,Petrol,General,124772,21735,122,1,1,1,1,0,0,1,0,0,14,6,9.9,15.9,5.7
V90,2020,Petrol,AC,105084,15092,133,1,1,1,1,0,1,1,1,1,9,2,8.2,10.2,8.3
V90,2020,Petrol,AC,42574,4900,254,0,0,0,1,0,1,0,1,0,20,2,16.8,18.8,6.2
XC40,2015,Petrol,General,135897,17161,314,1,1,1,1,1,1,1,1,1,5,6,2.2,8.2,9.0
XC90,2015,Petrol,General,129298,23226,293,1,1,1,1,1,1,1,0,0,15,6,7.9,13.9,7.9
XC40,2020,Diesel,General,21252,2286,261,0,0,0,0,0,0,0,0,0,9,6,5.3,11.3,1.9
V90,2020,Petrol,Major,15592,2833,101,1,1,0,0,1,0,0,0,0,4,17,1.9,18.9,6.0
XC60,2015,Diesel,General,121268,8772,210,0,0,0,1,0,1,1,0,0,21,6,14.2,20.2,5.3
XC40,2015,Diesel,General,159616,26935,333,1,1,0,1,1,0,1,1,1,21,6,20.8,26.8,8.0
V90,2019,Diesel,General,40908,7308,241,0,0,0,1,0,1,0,0,0,4,6,2.8,8.8,5.0
XC40,2020,Diesel,Major,18392,1571,241,1,1,0,0,1,1,0,0,0,20,17,16.9,33.9,7.1
V90,2023,Petrol,General,37260,4480,136,0,0,0,1,0,0,0,0,0,21,6,17.0,23.0,3.7
XC90,2023,Petrol,General,59649,4961,136,0,0,1,1,0,0,0,0,0,22,6,20.0,26.0,4.4
V90,2019,Petrol,Major,15423,2451,180,1,1,0,0,1,1,0,0,0,7,17,3.7,20.7,7.4
S60,2023,Diesel,Major,37715,5089,125,1,1,0,1,1,0,0,0,0,15,17,12.8,29.8,7.6
XC60,2023,Diesel,General,27941,4161,69,0,0,0,0,0,0,0,0,0,22,6,20.4,26.4,2.1
V90,2023,Diesel,General,41852,3662,185,0,0,0,1,0,0,0,0,0,17,6,8.5,14.5,3.9
XC40,2020,Petrol,Major,110106,9870,160,1,1,1,1,1,1,1,0,0,18,17,10.9,27.9,9.0
XC40,2019,Diesel,Brake,30457,2004,167,0,0,0,1,1,0,0,0,0,7,4,6.9,10.9,4.8
V90,2023,Petrol,Major,61560,6469,171,1,1,1,1,1,0,0,0,0,19,17,16.5,33.5,8.5
S60,2015,Petrol,AC,157768,21829,132,1,1,1,1,0,0,1,1,1,10,2,5.7,7.7,7.9
V90,2020,Diesel,Major,75896,13669,97,1,1,0,1,1,1,1,0,0,13,17,9.6,26.6,9.0
XC90,2019,Petrol,Brake,11495,1762,102,0,0,0,1,1,0,0,0,0,2,4,1.3,5.3,5.2
S60,2021,Diesel,General,30167,3648,106,0,0,0,0,0,0,0,0,0,22,6,15.3,21.3,1.7
V90,2020,Petrol,General,59081,11428,200,1,0,1,1,0,0,1,0,0,20,6,12.3,18.3,4.9
XC60,2015,Diesel,General,160375,25771,112,1,1,0,1,0,1,1,0,0,11,6,6.2,12.2,6.4
S60,2023,Petrol,General,24188,4601,67,0,0,0,0,0,0,0,0,0,5,6,4.0,10.0,1.2
V90,2019,Diesel,Major,47751,6392,104,1,1,0,1,1,0,0,0,0,6,17,5.2,22.2,8.0
XC60,2019,Diesel,General,59051,5683,219,0,0,0,1,0,1,0,0,0,3,6,2.8,8.8,4.0
V90,2015,Diesel,Major,140885,9495,150,1,1,0,1,1,1,1,0,0,1,17,0.5,17.5,9.0
XC90,2021,Petrol,General,23596,3814,143,0,0,0,0,0,0,0,0,0,3,6,2.7,8.7,1.9
XC40,2019,Diesel,General,38271,2946,156,0,0,0,1,0,1,0,0,0,3,6,1.7,7.7,4.2
V90,2021,Petrol,AC,80079,8199,137,0,0,1,1,0,1,1,1,1,22,2,14.4,16.4,7.0
S60,2023,Petrol,General,93572,12589,118,1,0,1,1,0,1,1,0,0,4,6,3.8,9.8,6.2
V90,2015,Petrol,General,176739,24569,91,1,1,1,1,0,1,1,0,0,7,6,4.7,10.7,7.1
V90,2023,Diesel,General,27056,3898,108,0,0,0,0,0,1,0,0,0,15,6,7.8,13.8,3.5
V90,2023,Petrol,Brake,26731,2226,110,0,0,0,1,1,0,0,0,0,11,4,5.5,9.5,5.0
V90,2021,Diesel,General,59282,6708,92,0,0,0,1,0,0,0,0,0,18,6,12.3,18.3,3.6
S60,2020,Diesel,Major,15534,2274,191,1,1,0,0,1,0,0,0,0,12,17,10.3,27.3,6.1
S60,2022,Petrol,General,21342,4178,135,0,0,0,0,0,0,0,0,0,4,6,4.0,10.0,1.7
V90,2019,Diesel,Major,49749,8052,280,1,1,0,1,1,1,1,0,0,24,17,20.9,37.9,9.0
XC40,2022,Petrol,General,46737,8840,141,0,0,1,1,0,0,1,0,0,11,6,10.2,16.2,4.1
V90,2019,Diesel,Major,52745,8793,311,1,1,0,1,1,0,1,1,1,6,17,5.1,22.1,9.0
S60,2019,Petrol,Brake,103642,14804,110,1,0,1,1,1,0,1,0,0,19,4,17.8,21.8,7.3
XC90,2015,Petrol,Major,135039,11732,247,1,1,1,1,1,0,1,0,0,18,17,8.0,25.0,9.0
V90,2019,Petrol,Major,25237,3869,248,1,1,0,0,1,1,0,0,0,15,17,14.4,31.4,7.5
V90,2019,Petrol,Major,21542,3172,324,1,1,0,0,1,1,0,1,0,3,17,1.9,18.9,8.7
V90,2015,Petrol,Major,142565,20578,239,1,1,1,1,1,0,1,0,0,17,17,16.2,33.2,9.0
V90,2022,Petrol,General,81172,10436,105,1,0,1,1,0,1,1,0,0,1,6,0.4,6.4,6.6
XC60,2021,Petrol,Major,35728,4787,123,1,1,0,1,1,0,0,0,0,2,17,1.7,18.7,7.5
V90,2015,Petrol,General,145230,15513,166,1,1,1,1,0,0,1,0,0,19,6,16.0,22.0,6.0
S60,2023,Petrol,General,49548,6575,111,0,0,1,1,0,0,0,0,0,9,6,9.0,15.0,3.4
S60,2021,Diesel,General,25569,2241,147,0,0,0,0,0,0,0,0,0,8,6,6.9,12.9,2.0
XC60,2021,Petrol,General,61980,10705,116,1,0,1,1,0,0,1,0,0,12,6,7.6,13.6,5.4
V90,2020,Diesel,General,37988,3267,302,0,0,0,0,1,0,0,0,0,15,6,11.0,17.0,4.0
XC40,2015,Petrol,Major,123888,8906,148,1,1,1,1,1,0,1,0,0,23,17,14.3,31.3,9.0
V90,2015,Diesel,General,151659,18362,143,1,1,0,1,0,1,1,0,0,7,6,3.6,9.6,6.6
S60,2021,Diesel,General,19687,2995,92,0,0,0,0,0,1,0,0,0,21,6,11.5,17.5,2.6
XC90,2021,Petrol,Major,73281,8887,131,1,1,1,1,1,0,1,0,0,16,17,8.5,25.5,9.0
XC90,2023,Diesel,General,76725,7576,84,0,0,0,1,0,1,0,0,0,7,6,5.1,11.1,4.8
XC40,2015,Petrol,Major,141182,19503,233,1,1,1,1,1,1,1,0,0,20,17,18.9,35.9,9.0
V90,2020,Diesel,Major,48940,5313,350,1,1,0,1,1,1,0,1,0,21,17,19.9,36.9,9.0
XC60,2021,Diesel,AC,87935,16760,157,1,1,0,1,0,1,1,1,1,12,2,5.2,7.2,8.5
V90,2015,Petrol,Major,162302,30702,263,1,1,1,1,1,0,1,0,0,17,17,7.6,24.6,9.0
XC40,2022,Diesel,General,91653,11945,146,1,0,0,1,0,1,1,0,0,11,6,6.0,12.0,5.6
XC40,2019,Petrol,General,102874,10894,359,1,0,1,1,1,0,1,1,1,4,6,2.2,8.2,7.5
XC40,2022,Petrol,General,105648,17241,114,1,1,1,1,0,1,1,0,0,19,6,8.7,14.7,6.8
XC90,2015,Petrol,AC,164101,10689,141,1,0,1,1,0,1,1,1,1,2,2,1.3,3.3,8.9
V90,2022,Diesel,General,98158,12413,148,1,0,0,1,0,1,1,0,0,2,6,1.5,7.5,6.3
V90,2015,Diesel,General,135758,14537,115,1,0,0,1,0,0,1,0,0,24,6,17.9,23.9,5.5
XC60,2015,Diesel,General,131719,24878,142,1,1,0,1,0,1,1,0,0,17,6,12.3,18.3,6.6
XC40,2015,Petrol,Brake,153106,9443,118,0,0,1,1,1,0,1,0,0,24,4,14.5,18.5,6.8
XC40,2015,Petrol,General,157820,21683,108,1,1,1,1,0,1,1,0,0,9,6,7.4,13.4,7.0
S60,2020,Diesel,AC,32039,5244,206,0,0,0,1,0,0,0,1,0,22,2,19.7,21.7,4.4
S60,2023,Petrol,General,45053,5762,190,0,0,1,1,0,0,0,0,0,1,6,0.6,6.6,3.6
XC90,2023,Petrol,General,13510,972,161,0,0,0,0,0,1,0,0,0,10,6,4.5,10.5,3.1
V90,2022,Petrol,General,46838,9187,113,0,0,1,1,0,0,1,0,0,23,6,13.3,19.3,4.2
XC60,2023,Petrol,Brake,35913,4759,73,0,0,0,1,1,0,0,0,0,15,4,7.2,11.2,5.3
XC60,2021,Petrol,Brake,18529,2704,95,0,0,0,1,1,0,0,0,0,21,4,14.3,18.3,4.9
XC40,2020,Diesel,General,44285,4124,362,0,0,0,1,1,1,0,1,0,15,6,7.4,13.4,6.1
XC60,2015,Petrol,General,137129,17509,249,1,1,1,1,0,1,1,0,0,23,6,15.6,21.6,7.0
XC40,2015,Petrol,Major,166532,19997,339,1,1,1,1,1,1,1,1,1,21,17,11.2,28.2,9.0
V90,2015,Petrol,General,124324,8763,313,0,0,1,1,1,1,1,1,1,2,6,1.7,7.7,8.4
XC60,2015,Petrol,General,166732,12481,345,1,0,1,1,1,0,1,1,1,14,6,5.8,11.8,8.4
XC40,2021,Petrol,General,13696,2427,170,0,0,0,0,0,1,0,0,0,4,6,2.9,8.9,2.9
V90,2015,Petrol,General,155081,14511,109,1,0,1,1,0,1,1,0,0,18,6,9.0,15.0,7.2
V90,2021,Diesel,General,56208,4906,116,0,0,0,1,0,1,0,0,0,9,6,3.6,9.6,4.7
XC40,2022,Petrol,General,67314,8797,86,0,0,1,1,0,0,1,0,0,2,6,1.8,7.8,4.0
XC40,2022,Diesel,General,34369,5761,172,0,0,0,1,0,0,0,0,0,2,6,1.6,7.6,3.2
XC90,2021,Diesel,Brake,72254,4961,192,0,0,0,1,1,0,0,0,0,18,4,8.3,12.3,5.6
V90,2015,Petrol,General,163145,22963,299,1,1,1,1,1,1,1,0,0,17,6,13.6,19.6,8.8
XC40,2021,Petrol,Major,112648,8638,142,1,1,1,1,1,1,1,0,0,9,17,6.9,23.9,9.0
V90,2015,Diesel,General,127889,8326,147,0,0,0,1,0,0,1,0,0,8,6,5.5,11.5,4.8
XC60,2015,Petrol,Major,174130,11733,182,1,1,1,1,1,1,1,0,0,2,17,1.3,18.3,9.0
S60,2020,Petrol,General,43576,7703,310,0,0,0,1,1,1,0,1,0,2,6,1.9,7.9,6.1
S60,2019,Petrol,Major,26783,2049,300,1,1,0,0,1,1,0,0,0,5,17,2.7,19.7,7.2
XC40,2019,Petrol,General,11291,748,321,0,0,0,0,1,1,0,1,0,12,6,7.7,13.7,4.3
XC40,2015,Petrol,Brake,122046,14804,351,1,0,1,1,1,1,1,1,1,16,4,9.6,13.6,9.0
V90,2022,Diesel,General,29823,5313,178,0,0,0,0,0,0,0,0,0,14,6,12.1,18.1,2.1
XC40,2020,Diesel,General,20784,2010,139,0,0,0,0,0,0,0,0,0,20,6,19.0,25.0,2.0
V90,2023,Petrol,AC,93039,11075,79,1,0,1,1,0,1,1,1,1,2,2,1.8,3.8,8.2
XC40,2019,Petrol,Major,43049,2823,177,1,1,0,1,1,1,0,0,0,24,17,21.1,38.1,8.9
V90,2022,Petrol,General,112098,13773,132,1,0,1,1,0,1,1,0,0,8,6,7.9,13.9,6.8
XC40,2019,Petrol,AC,110677,15590,103,1,1,1,1,0,1,1,1,1,4,2,3.3,5.3,8.6
XC90,2020,Petrol,General,58141,8135,222,0,0,1,1,0,1,1,0,0,20,6,17.0,23.0,5.6
V90,2020,Petrol,General,87345,9305,123,0,0,1,1,0,1,1,0,0,9,6,8.9,14.9,6.1
XC90,2023,Petrol,AC,20417,2126,82,0,0,0,0,0,0,0,1,0,20,2,8.1,10.1,3.4
XC90,2023,Petrol,General,94636,7090,82,0,0,1,1,0,1,0,0,0,19,6,14.8,20.8,5.4
XC90,2020,Petrol,Brake,47169,5252,169,0,0,1,1,1,1,0,0,0,2,4,1.7,5.7,7.1
XC90,2015,Diesel,General,175672,12987,160,1,0,0,1,0,0,1,0,0,16,6,15.2,21.2,5.6
XC60,2019,Petrol,Major,47696,7980,244,1,1,1,1,1,0,0,0,0,11,17,10.2,27.2,8.2
S60,2015,Diesel,Major,124754,24361,167,1,1,0,1,1,1,1,0,0,8,17,7.2,24.2,9.0
XC60,2023,Petrol,AC,33456,6551,111,0,0,0,1,0,0,0,1,0,12,2,11.6,13.6,4.2
XC40,2015,Petrol,Major,139561,25275,261,1,1,1,1,1,1,1,0,0,3,17,2.2,19.2,9.0
XC40,2022,Petrol,General,111027,16000,159,1,1,1,1,0,1,1,0,0,13,6,5.3,11.3,7.1
S60,2023,Petrol,Major,24014,3797,110,1,1,0,0,1,0,0,0,0,2,17,0.8,17.8,6.0
S60,2021,Petrol,General,107064,10698,196,1,0,1,1,0,1,1,0,0,13,6,9.4,15.4,6.1
S60,2022,Diesel,Brake,51996,7711,114,0,0,0,1,1,0,0,0,0,8,4,5.3,9.3,4.9
XC90,2019,Diesel,Brake,42556,5268,113,0,0,0,1,1,1,0,0,0,15,4,10.1,14.1,6.8
XC60,2015,Petrol,General,142711,18193,303,1,1,1,1,1,1,1,0,0,24,6,15.4,21.4,8.0
XC40,2015,Petrol,Brake,146652,24357,159,1,1,1,1,1,1,1,0,0,21,4,20.0,24.0,9.0
XC60,2020,Petrol,General,17734,1763,305,0,0,0,0,1,0,0,0,0,9,6,5.5,11.5,3.0
